,Rating,Review
8860,4,Value for money
8861,4,Very Satisfied
8862,4,Trustworthy Printer
8863,4,Good printer
8864,4,value for money
8865,3,"Product is good,"
8866,3,Good for printing/scanning documents
8867,3,Could be way better in terms this price range
8868,3,Not Satisfied.
8869,3,Good to go
8870,3,Deep sleep mode😡😠
8871,3,Good
8872,3,Poor product
8873,3,Why first free installation is not offered for this product??
8874,3,Goof
8875,2,Brother DCP-L2520D Laser Printer
8876,2,Waste of money don't this review
8877,2,Poor display and software installation is a difficult task.
8878,2,Paper got jammed
8879,2,Got a defective printer
8880,2,Bad quality product sent
8881,2,bye good quality printer
8882,2,Bad
8883,2,Very bad quality
8884,2,product is original except for the toner cartridge. That ...
8885,1,Dont buy this useless product
8886,1,Toner Refilling Fooling
8887,1,This product is a JOKE
8888,1,i am not happy purchase this printer its just like a black marketing
8889,1,It has been mentioned on the printer itself that 2600 ...
8890,1,One Star
8891,1,Worst product ever
8892,1,suitable only copying
8893,1,No installation support
8894,1,Free cartridge and warranty card not recieved
8895,5,Easy to Install Easy to Use
8896,5,The best wireless ink tank printer
8897,5,"Best printer, value for money, fits the budget"
8898,5,Value for money product.. i get it for 10499/-
8899,5,Best Deal. Good buy.
8900,5,Amazing Printing
8901,5,Convenient wi fi and no hassle of filling cartridges
8902,5,Best Home use all in one printer
8903,5,Worth each and every penny.
8904,5,Easy to use
8905,4,Printing for basic needs this is good ....
8906,4,Good printer but ok scanner - Go for it. VFM!
8907,4,Good
8908,4,1 Month Usage Review
8909,4,Great printer for everyday home usage
8910,4,Not up to the mark product. Misleading advertisment.
8911,4,Good Printer
8912,4,A good product overall - just wish installation wasn't a pain
8913,4,Issues when not in use for week/s
8914,4,Good home printer.
8915,3,Faulty description
8916,3,Message to Amazon & the OEM
8917,3,Buy only if you print atleast once weekly
8918,3,Decent printer for home usage
8919,3,product is good but did not received good support
8920,3,"Decent printer when it works , but tough to configure for WiFi."
8921,3,Good and economic for black and white.. and definitely it is useless to mention as multi purpose
8922,3,Good for medium usage at the cost of speed and quality..
8923,3,Setting up WIFI is complicated
8924,3,Booklet printing always fails in middle
8925,2,Something fishy with the seller (Appario Limited). Not happy!
8926,2,"Pay less for ink, more for cartridge print-heads!!"
8927,2,buy inkjet instead of inktank
8928,2,Worst Printer ever used
8929,2,Poor App (Android interface)
8930,2,Had high expectations but hasn't been a great experience
8931,2,another bad product from HP
8932,2,Overpriced and glitchy
8933,2,Be weary of this product and its tall promises...
8934,2,When Registration done it shows wrong validity
8935,1,Very dissapointed with a brand like HP having such issues.
8936,1,OK PRINTER WITH PROBLEMS
8937,1,Money pit - Never buy
8938,1,Defective print head
8939,1,TOTAL WASTE OF MONEY
8940,1,in one word USELESS
8941,1,Pathetic service by Hp
8942,1,BEWARE! Blackberry offer not applicable in this product.
8943,1,Think twice before you buy!
8944,1,Frequent technical issues
8945,5,Perfect for Home and Small Business | Best INK TANK PRINTER
8946,5,Best printer ever ||Canon Pixma G2012||
8947,5,Good product
8948,5,Just love the prints. Recommended.
8949,5,Amazing print quality!
8950,5,"I was little confused before buying, but Now I choosed it and I feel that was my Right decision"
8951,5,Economic printer. Good for home and small office needs.
8952,5,"Perfect, Excellent Quality and highly recommended"
8953,5,Very very good product
8954,5,Good tank printer
8955,4,Economical
8956,4,Everything is perfect except missing WIFI :(
8957,4,Good printer at this price range
8958,4,"Economical, easy to use, good results"
8959,4,"All in one windows printer, NO duplex printing, NO wifi"
8960,4,Perfect
8961,4,A Decent Coloured Printer for Regular use.
8962,4,A good budget printer
8963,4,cannon inktank 2012 review on after use of 8 month....
8964,4,Top class
8965,3,Invoice provided with has no mention of product serial number.
8966,3,BEWARE NICE Printer but canon app doesn't support it for mobile printing
8967,3,Good product but not Nice.
8968,3,"okay for sparing use, but not durable"
8969,3,Paper jams will happen if you use TNPL paper in this printer.
8970,3,"Good VFM, but poor photo quality and need to be used almost daily"
8971,3,Pizza Wheel Marks in Photo print
8972,3,Canon Pixma 2012
8973,3,Decent package. Color prints not up to the mark.
8974,3,Not so much and cant print pvc id card.
8975,2,I am failed to install canon pixma G2012 printer to my computer windows 7 .
8976,2,Be Careful! Read before you buy.
8977,2,Good for printing on normal paper. Very bad quality on photo paper!
8978,2,Fault Prone printer. Empties ink tanks while self cleaning.
8979,2,Dont go for it
8980,2,paper jam
8981,2,NO AFTER SALES SERVICE BY CANON
8982,2,OK OK
8983,2,Not good
8984,2,Printer doesn't work with a Mac :(
8985,1,Doesn’t work on Mac. Works good on Windows but has issues when printed on glossy paper.
8986,1,Cyan ink was only half bottle
8987,1,So replace printer
8988,1,Not compatible for Mac OS X. Only Windows
8989,1,Below average quality printer
8990,1,Fake Product
8991,1,worst print quality ever seen... no support from canon or amazon.
8992,1,Waste printer.
8993,1,Ver very bad experience which is uncountable. Worst product and services by Amazon
8994,1,"PRINT FROM PC/LAPTOP IS NICE,PRINT FROM SCAN IS POOR"
8995,5,Very good printer
8996,5,Best Printer in the budget
8997,5,Worthwhile
8998,5,Good quality of print but installation process is very bad.
8999,5,Worth for money
9000,5,Nice
9001,5,nice product
9002,5,Gud
9003,5,Excellent
9004,5,Best in market
9005,4,Good but not best
9006,4,Good
9007,4,good
9008,3,"Cheap plastic material used, 0 durability for long run."
9009,3,Ink dried up within two months
9010,3,"Ok product, opt for higher version"
9011,3,Average product
9012,3,Paper error
9013,2,Unhappy
9014,1,Pathetic... received old printer and poor Amazon pickup service
9015,1,Setup Catridge Issue
9016,1,Worst printer you can buy
9017,1,Useless product
9018,1,Why is it not working properly?
9019,1,The product was faulty .
9020,1,Ink cartridges are used
9021,1,Very bad product and HP does not care after sales
9022,1,Broken product
9023,5,Good Product For Home Use!!!
9024,5,very nice air-printer.
9025,5,One of the best you can get in this range.
9026,5,Good one
9027,5,Worth the Price 😊
9028,5,Just wow💞
9029,5,Defective Cartridge
9030,5,Product review
9031,5,Best Buy for homeschooling moms
9032,5,Great printer from hp!!
9033,4,"Only for once in a while printing , Not for heavy printing."
9034,4,"Nice Printer, Printing directly from phone is easy."
9035,4,Cartridge price is high rether that all are nice ..
9036,4,"Model no. - 2600, not 2622"
9037,4,Very good product
9038,4,Easy Wifi Setup and excellent printer for Kid's homework purpose
9039,4,CARTRIFGE
9040,4,Good for home use or ocassionally printing
9041,4,Good Printer but keeps printing test page whenever switched on
9042,4,connectivity issues
9043,3,It's a great printer( discarded on Jan 24th2020) R.I.P...but its ink will burn holes in your pocket!
9044,3,"Budget friendly ,but wireless connectivity is not at all easy ."
9045,3,GOOD HARDWARE : NICE PRINTING >>>>>>>>>>>>> INK IS TOO COSTLY
9046,3,Ok! but not good and excellent 🙂
9047,3,High maintenance
9048,3,Value for money
9049,3,"Printer is good, but the cartridge had problems"
9050,3,Good printer but pricey refill cartridge..not recomnded.
9051,3,The good is good and the bad is BAD.
9052,3,Value for money
9053,2,Black Cartridge too less printing of pages
9054,2,Not worth!
9055,2,NEVER go for this
9056,2,Lasts and works about 5 months.
9057,2,Black cartridge capacity cheats consumer
9058,2,Small cartridges
9059,2,The ink of the printer finished jus after printing a ...
9060,2,Best quality print but expensive
9061,2,Bad serup
9062,2,Plz don't buy. . .
9063,1,"Very Expensive Prints ,think twice to buy hp2622"
9064,1,Function
9065,1,Not worth any penny. too much maintenance and costly cartridges.
9066,1,Worst..wastage of money
9067,1,Terrible customer support
9068,1,Disgusting product from hp .. worst customer support
9069,1,Unable to connect printer to network the second time.
9070,1,Worst printer
9071,1,DOESN'T PRINT. DON'T BUY
9072,1,Don't buy this Printer
9073,5,Quite efficient printer
9074,5,Value for money & Easy to install.
9075,5,Out of the box and ready to go!
9076,5,Performing well as expected
9077,5,Perfect for my usage
9078,5,It's work also on LINUX
9079,5,This is very good product.
9080,5,Very Useful Printer at a Reasonable Price.
9081,5,"It's fast, please don't go by reviews. Decent one"
9082,5,Very good
9083,4,Printer is good for occasional use
9084,4,For scanning every time you have to be connected to internet.
9085,4,Request Installation disc for HP printer
9086,4,Good Purchase
9087,4,Value for money
9088,4,Decent printer
9089,4,Value for money
9090,4,Value for money
9091,4,Good
9092,4,Nice in this price
9093,3,Not suitable for office purpose
9094,3,An average one
9095,3,Good Printer
9096,3,Useless
9097,3,Not a smart buy!
9098,3,Purchase if you need all in one in low price range
9099,3,Black ink Cartridge missing
9100,3,Novel for low range works.
9101,3,..
9102,3,Costly purchase.
9103,2,Prefer in shop purchase instead of online
9104,2,The Cartridge printing claim is fake and printing speed is very slow.
9105,2,Very poor print
9106,2,Printing cost vary high
9107,2,Not buy any popple please this printer
9108,2,Not to buy
9109,1,Scrap
9110,1,Would have given 0 stars if it was possible
9111,1,Bad Experience
9112,1,Waste of money and time don't buy
9113,1,Used product delivered :( disappointed
9114,1,"Good Product, Poor HP support"
9115,1,Information provided by HP is wrong abt this printer.
9116,1,This HP 2335 printer is a piece of junk! Don’t buy!
9117,1,This printer is not compatible with MacOS devices
9118,1,DEFECTIVE PRINTER DELIVERED
9119,5,It's really good
9120,5,Any version from this to 14000 prints are same . Black as well as color .
9121,5,Economical and good quality printing.
9122,5,Best choice budget friendly inktank printer
9123,5,I love you Amazon and the best regards
9124,5,Good value for money
9125,5,Great Prints at Great Price
9126,5,Awesome for economical printing
9127,5,Better than expected
9128,5,Fabulous product for printouts
9129,4,"The product not working after installation, but HP Support on site engineer set it right !"
9130,4,good printer but amazon did not sent serial and product number
9131,4,"Prints look terrible, if you stop using printer for 2 months - Unable to fix with diagnostic tools"
9132,4,Best option for home and office
9133,4,Very good product around ₹6k ...
9134,4,Can be considered for this price.
9135,4,good.. but some software glitches
9136,4,Good product
9137,4,So far so good!
9138,4,Good product
9139,3,Leaks and blotches
9140,3,Recieved replaced/old printer.
9141,3,Good for home use.
9142,3,"Print quality is below average , print speed is good"
9143,3,Check warranty period
9144,3,"Dont buy, its very cheap quality printer"
9145,3,Durability Is An Issue
9146,3,Can take
9147,3,Excellent Printer
9148,3,Average Quality
9149,2,Letter size below 9 is not readable.
9150,2,Defective Product.
9151,2,Clarity should be better
9152,2,Papers getting jammed
9153,2,Poor print quality and paper jam issue
9154,2,Canon is far bwtter than this in the 1000+price
9155,2,printer catridge problem
9156,2,printing issue
9157,2,Very bad
9158,2,No
9159,1,Printer malfunction started after 2 weeks
9160,1,HP Service is Pathetic and User Unfriendly. BEFKNWARE!!!!
9161,1,"Dont buy, worthless defective piece, HP denies warranty."
9162,1,Worst printer and service really disappointed.
9163,1,Paper jamming problem - don't buy
9164,1,Old product delivered
9165,1,"Difficult to setup, price too high"
9166,1,Delivered defect printer.
9167,1,Used and defective item tried to be sold as mew
9168,1,Not Satisfied
9169,5,Excellent but wait...
9170,5,"Does the Job,. best for home usage !"
9171,5,Good choice
9172,5,Great printer
9173,5,Good printer for home usage
9174,5,Best one if love to print via WiFi
9175,5,Perfect home printer!!
9176,5,Satisfied with the product
9177,5,Installation
9178,5,"Really valuable, value for money"
9179,4,Decent one for basic home or small businesses
9180,4,Good one but initial teething issues
9181,4,Good Quality Product
9182,4,Good
9183,4,Good product
9184,4,WiFi Tech is Good. For Home use(low usage) preferences Only
9185,4,Not the Best...
9186,4,Good onw
9187,4,Nice product
9188,4,Good product
9189,3,Average product
9190,3,Below Average Printer
9191,3,We can buy only for ADF scanner
9192,3,Don't buy if you don't know what a printer driver is
9193,3,Less printing more paper jamming
9194,3,malfunction Issue.
9195,3,Ink cartridge is small ink is over
9196,3,Consumption of ink is too high and print cost will be min 3?times higher than market
9197,3,ADF IS NOT WORKING FROM DAY 1
9198,3,Inkjet is very poor quality
9199,2,below average
9200,2,Not worth
9201,2,Don't buy this product.
9202,2,Bit expensive printer and print copies
9203,2,Not worth buying
9204,2,Printing cost
9205,2,Not good
9206,2,Just a basic wifi printer..
9207,2,Awful
9208,2,Not an ink advantage printer
9209,1,Printer without a scanner
9210,1,Very buggy and sluggish. Worst performance
9211,1,Poor service from Amazon. Don't buy it from Amazon.
9212,1,I lost my money 😭😢😢 for the nonmanufacturing product
9213,1,I suggest you dont purchase
9214,1,Very worst product
9215,1,Fake product
9216,1,Not user friendly. No Support from HP
9217,1,This HP printer is not working very very sad please give me money
9218,1,Very poor printer.
9219,5,Great product in this price range
9220,5,Awesome... Dont think just go for it!
9221,5,SUITED FOR ELECTRICITY BILL RECIEPT
9222,5,Not bad
9223,5,Superb product ultimate price
9224,5,Printing from Microsoft Word worked
9225,5,Five Stars
9226,5,Setup is easy and easy to use
9227,5,Excellent and good product
9228,5,Plug n Print..
9229,4,Works flawlessly for pc
9230,4,Nice product
9231,4,Faced problems initially but solved after contacting seller
9232,4,wonderful printer at this price !!!!
9233,4,Good product
9234,4,Good product nice packaging
9235,4,Best at badget price
9236,4,NON BLUETOOTH PRINTER
9237,4,Best printer.
9238,4,Ok
9239,3,Great printer but no Bluetooth
9240,3,Three Star
9241,3,Ok but Not batter.
9242,3,"Printer is okay, but should have features like bluetooth and wifi"
9243,3,not working
9244,3,Good
9245,3,Paper width very small. Don't buy if you want different rates displayed in you pos bill
9246,3,Very very bad👎
9247,3,NOT BAD
9248,3,Always stuck printing during print.
9249,2,Good with few issues
9250,2,Ok
9251,2,Delivery after 7 days
9252,2,Bad printer
9253,2,not gud
9254,2,Kk
9255,2,Bad print quality
9256,2,Where is the SDK and usb cable
9257,1,Horrible prints
9258,1,Do not buy this product
9259,1,Can't connect with Android or IOS or chromebook or anything except windows computer
9260,1,Worst customer support
9261,1,Worst product and zero service.
9262,1,Provide support for installation.
9263,1,Waste of money!
9264,1,Don't buy
9265,1,"Worst product, dont buy it"
9266,1,Unacceptable quality.. very poor print quality.
9267,5,First Impression Of the Printer -->>
9268,5,Good and nice features
9269,5,Budget Buy!
9270,5,Worth every penny
9271,5,Best Ink Tank Printer in this price range
9272,5,Great printer concern about original ink availability
9273,5,The Sepctacular Printer
9274,5,WoW product for home & small office use
9275,5,Awesome printer at this price range
9276,5,Its good
9277,4,"Decent Quality, ink bottles are not enough"
9278,4,Nice 👍 product
9279,4,In quality it is good printer with same company ink bottle
9280,4,Good quality
9281,4,Nice product
9282,4,Easy to print
9283,4,nice
9284,3,Paper jam issues on top rest best printer
9285,3,Value for money printer 😁👍👌🏽👌🏽
9286,3,Okay
9287,1,Product don't work in Mac
9288,1,Don't go for it
9289,1,Not working
9290,1,No mobile connection to print
9291,1,While printing dual side paper getting struck it lot of disturbance
9292,1,Dont buy this printer
9293,1,Shopkeeper ke jhanse me mt ana
9294,5,Excellent product
9295,5,Feedback of HP 419 Ink tank Printer on day One of Purchase...
9296,5,Best best best best wi -Fi direct feature.
9297,5,HP PRINTER IS NOT WORTH IF PURCHASED IT FROM ONLINE. COMPANY SHOWED THE WARRANTY PERIOD ONLINE
9298,5,Worth it!
9299,5,Excellent worth buying it ..
9300,5,So far good
9301,5,Perfect printer for small office or personal work
9302,5,Must Buy!
9303,5,Good and affordable
9304,4,detailed review of hp 419
9305,4,Printer for home
9306,4,Good printer for home and small office use.
9307,4,Overall good for home use.
9308,4,HP smart app crashes when scanning large document of more than 45 to 50 pages.
9309,4,Good buy
9310,4,I liked it and it's worth it
9311,4,Decent purchase
9312,4,4 star
9313,4,Good printer
9314,3,It’s good but not great.
9315,3,Do not print both sides
9316,3,Poor after sales service
9317,3,not good enough
9318,3,Roller marks in all glossy photo papers
9319,3,Wireless option doesn't work properly
9320,3,Not user-friendly
9321,3,Huge gap between Amazon and HP
9322,3,Printer is good
9323,3,Received an open box
9324,2,Poor installation support
9325,2,Don't buy if you want to do wireless printing.
9326,2,Not good at all
9327,2,Network Feature Does not work
9328,2,Unsatisfactory functioning
9329,2,Color Print is Pathetic
9330,2,Product is okay but beware of the packaging
9331,2,not recomendable
9332,2,SERVICE OF HP IS WORST
9333,2,Short of requirements
9334,1,Struggling to find working features on MacOS
9335,1,Waste of money
9336,1,You cannot and shouldn’t install this one!
9337,1,wrost priduct
9338,1,DEFECTIVE PRODUCT
9339,1,DON'T BUY- Not a USER FREINDLY PRINTER
9340,1,dumbest piece of machine
9341,1,HP 419 product review
9342,1,Do not buy
9343,1,Please don't purchase this printer otherwise you will be wasting your money and effort.
9344,5,Good quality prints and zero print failures till now.
9345,5,Five Stars
9346,5,Good
9347,5,Superb A3 size MFP
9348,5,Superb in heavy delivery
9349,5,Five Stars
9350,5,GREAT DEAL. TILL NOW PRINTED 10
9351,5,Five Stars
9352,5,Five Stars
9353,5,muje machine lena hai but mai online book nahi karana ...
9354,5,Five Stars
9355,4,Power cable and data cable are missing
9356,4,Four Stars
9357,4,Good Transit time & support
9358,4,Xerox sevice recondition product available
9359,4,Kyocera is good
9360,4,Print on tracking paper.
9361,4,Four Stars
9362,3,Printer
9363,3,The print quality is good. But the original cartridge (ink) cost around 2400-2600 ...
9364,2,So sorrowful
9365,1,Think before u buy
9366,1,This mechine not good. Don't purchase I'm used this mechine sixty thousand ...
9367,1,The worst copier i ever used
9368,5,Must Buy
9369,5,Hats off to Canon Remote Support and also received Free Gift
9370,5,Go for it.. Budget Printer with wireless printing facility
9371,5,Worth the price
9372,5,Really really good product........
9373,5,Best printer for this price
9374,5,Decent Printer with Wifi LAN printing and Duplex Feature...VFM
9375,5,it will print more then 1800 + page (B & W)
9376,5,Beet duplex MFP printer on budget
9377,5,A product worth to buy than HP Advantage!!
9378,5,Vvery good ... very low cost printing
9379,4,Need WiFi router.
9380,4,Good Home Printer and Scanner for documents and photos
9381,4,Good but colour ink consumption is quiet high
9382,4,Go for it
9383,4,Overall good for home use
9384,4,Value for money printer.
9385,4,Budget home printer scanner with wifi and auto duplex
9386,4,Do not buy for mobile phone printing
9387,4,Good value for money and quality
9388,4,I LOVE IT
9389,3,I rarely used this printer for 2-3 years. After ...
9390,3,It's just ok product. I would recommend HP printer only.
9391,3,Not gud
9392,3,Experience of canon E560
9393,3,Not really good
9394,3,Performance just satisfactory
9395,3,Not happy on usage front and color print quality
9396,3,Print is good. Overall average.
9397,3,E560 Printer
9398,3,A short-lived product as its parts if spolit or damaged are not available to be replaced.
9399,2,too many too frequent issues unable to do prints when required.
9400,2,Overpriced for an Average product.
9401,2,Less Prints More Money
9402,2,"Had many printers in my life, but none as bad as that one..."
9403,2,Don't go for this
9404,2,Product is not bad but maintenance cost so high
9405,2,Dont buy without reading this
9406,2,Video with this product is fake
9407,2,Bad quality product
9408,2,Great functionality but poor build and troublesome operation
9409,1,Defective peice
9410,1,Stay away from Canon printers !
9411,1,This printer is meant only for cartridge selling only
9412,1,Difficult installation and bad user interface
9413,1,Useless printer
9414,1,WiFi connectivity didn't work at all.
9415,1,Can't guarantee you will get good product
9416,1,Total failure
9417,1,Disappointed.
9418,1,DO NOT BUY IT
9419,5,Excellent Printer! Liked It.
9420,5,Canon surely brings life to colors. Excellent scanner too. Made the right choice.
9421,5,Review after using this printer for over an year
9422,5,"Great product, once the installation is complete"
9423,5,Printing beast!
9424,5,Nice product! Let me share the details.
9425,5,Value for money.
9426,5,"2 years, of use now. Still the best printer."
9427,5,One of the best printer I have used till now
9428,5,Best inktank printer for home use and small businesses
9429,4,"Easy to use and set-up, not very happy with print quality"
9430,4,Nice Printer
9431,4,My review for G3000
9432,4,Detailed review
9433,4,Perfect home printer
9434,4,Great quality......a little difficult to setup wireless
9435,4,"Printer is ok, Service by canon is really Bad"
9436,4,Only Review You Need to Read...
9437,4,Affordable & Efficient Printer - and mainly a non PRC product.
9438,4,A very good looking printer from Canon
9439,3,No guarantee of perfectly working product and service sucks even worse
9440,3,not much as expected
9441,3,Not a great product
9442,3,Quality color prints but one biggest drawback
9443,3,Average print quality.. Bad support from seller..
9444,3,Nice but not the best
9445,3,Decent Printer for Easy Home Use
9446,3,value for money
9447,3,Better go with the new printers released in 2021
9448,3,Poor printer
9449,2,Thank you for draining my pocket!
9450,2,TECH SUPPORT IS POOR
9451,2,Don't buy Canon 🖨️ printer !
9452,2,Painful printer
9453,2,Poor service by HP after sale team
9454,2,Reviewing purchased Cannon G3000
9455,2,"No Auto Duplex Printing, Recurring Issues with Stalling"
9456,2,Average printer for home use
9457,2,No protection from mouse
9458,2,It's all your choice bought at 12k
9459,1,High Maintenance...
9460,1,Bad product. A bunch of incompetent and lying tech Support.
9461,1,"Very Expensive Ink from Canon, Printer already stopped working within 6 months"
9462,1,Canon Printer error B202
9463,1,Bad printer. Stay away!
9464,1,Hopeless Printer !!!
9465,1,Dry ink problem
9466,1,Amazon and Canon sucks!
9467,1,Complex to connect to a Mac system or an iOS device if at all it would connect.
9468,1,Not a good wifi printer
9469,5,Very good product in this price range.
9470,5,Good Product with a reasonable cost
9471,5,Worth buying it.. love the product!!
9472,5,Good printing good price but MADE IN CHINA
9473,5,Looking for your home. Just Go For It
9474,5,Good product - Value for money
9475,5,Great value for money
9476,5,"Easy to do self installation and setup, good for home setup"
9477,5,Best
9478,5,Good product.
9479,4,Good expect driver and software installation is quite tough
9480,4,Cheap in the best.
9481,4,Good for document only
9482,4,It is best for home and parson use....
9483,4,Not a plug and play device otherwise good
9484,4,Good: Installation & Demo service not available.
9485,4,Excellent printing
9486,4,Good
9487,4,Overall good product😊
9488,4,"VALUE FOR MONEY, NICE FOR OFFICIAL WORKS"
9489,3,Canon better than this one
9490,3,No help from HP or Amazon on Installation
9491,3,You only get what you pay for
9492,3,Paper stuck during printing. Speed is slow
9493,3,Annoying printer!
9494,3,HP print software is useless download microsoft scanner and printer software from store.
9495,3,Ok
9496,2,Must have Mobile OTG print
9497,2,Printing speed
9498,1,Not as expected (worst product)
9499,1,worst printer - pls dont buy
9500,1,Don't buy!
9501,1,Stupid decision
9502,1,No installation support by hp
9503,1,Rcvd broken printer
9504,1,Worse printer
9505,1,worst after sales service never never buy this product
9506,1,Very slow
9507,1,Very Unhappy !!
9508,5,This is an excellent all rounder!
9509,5,Very nice and useful
9510,5,It is worth for the money you spent
9511,5,Good wireless printer.
9512,5,Best choice for regular home use...
9513,5,Good home use printer
9514,5,Best for Home usage or small proprietar office
9515,5,Worth it with food WiFi and decently fast
9516,5,Good home printer
9517,5,Superb print quality. Highly recommended 👍
9518,4,Excellent and timely delivery
9519,4,Overall OK
9520,4,Satisfied.
9521,4,HP Printer 2778 idle for home services
9522,4,Cartridge ink finished in 15 days
9523,4,Vwry Good Printer
9524,4,Excellent superb
9525,4,Ok.
9526,4,Home use only!
9527,4,Good value for money
9528,3,Value for money
9529,3,HP 2700 series
9530,3,not an easy installation
9531,3,wont work well with windows 10
9532,3,Questionable quality and support
9533,3,Not good on quality prints
9534,3,The supplied product must conform to specifications
9535,3,scanner is not working
9536,3,Supplied Ink
9537,3,INSTALLATION MANUAL
9538,2,Cartridge cheating from HP
9539,2,Happy with Amazon service.And desopponted by HP service centers
9540,2,Nothing easy; unlucky time
9541,2,HP services not acceptable need assistance from Amazon as a seller
9542,2,"Wifi connection issues, Settings language in Chinese."
9543,2,Not recommended
9544,2,Not a value for money
9545,2,Not satisfied with printing cartridges
9546,2,Printing Quality and speed
9547,2,"Colored print is very expensive,4 A4 size programs and your ink is finished."
9548,1,THE PRODUCT HP PRINTER NEEDS IMMEDIATE RETURN DUE TO MALFUNCTIONING
9549,1,Cost per page
9550,1,Disappoint ! Suggest consider other HP options
9551,1,I expect good response from the company /Dealer
9552,1,Not detecting A4 size paper
9553,1,No warranty service..!!
9554,1,Worst support from Amazon and hp
9555,1,Unethical sales tactics and low quality product
9556,1,Cartridge frauds
9557,1,Print issue
9558,5,Very good product
9559,5,Budget Friendly
9560,5,Prints silently
9561,5,Thank you HP
9562,5,Value for money product!!!
9563,5,Super fast
9564,5,Value for money
9565,5,Must buy guys.... #loved it
9566,5,Useful
9567,5,smooth working
9568,4,a good substitute for the cheaper better samsung printer
9569,4,"Value for money, looks very stylish and minty."
9570,4,Happy
9571,4,Good product
9572,4,Quality
9573,3,No support for mac
9574,3,Hp
9575,3,.
9576,3,Increase print quality
9577,2,Damaged packaging
9578,2,Worst
9579,1,Expensive cartilage
9580,1,Worst products
9581,1,Not a auto duplex
9582,1,It's normal printer.. not a best choice
9583,1,Bad
9584,1,"Printer not working, Want replace the product."
9585,1,Process is very slow
9586,1,Very bad supply for customer. No replacement is done to solve this problem
9587,1,The cartridge can't be refill. You have to buy another one
9588,1,Bad
9589,5,Good quality
9590,5,Good printer.....good for small business work.
9591,5,My experience after using this product for 3 Months
9592,5,An excellent Product
9593,5,Superb
9594,5,Very good printer (if you don't need wireless capabilities)
9595,5,"Best product ,best quality , best amazon delivery , I liked this"
9596,5,AWESOME PRINTING THANK YOU HP FOR QUALITY PRINTERS
9597,5,Its Awsome!👍
9598,5,Fantastic module
9599,4,Easy to use
9600,4,"Good printer, not happy that it's must require earthing."
9601,4,Ultimate class product as yet no issues
9602,4,Awesome product
9603,4,Awesome product.
9604,4,Value for Money
9605,4,Product is value for money during this crucial time of life.
9606,4,excellent laser jet printer at this price
9607,4,2nd purchase
9608,4,Nice product
9609,3,"Works fine, once you get it functioning"
9610,3,The printer is great but the scan files come out too large for ...
9611,3,Just Okay
9612,3,im not setisfy hp
9613,3,Nice
9614,3,Invoice for Printer
9615,3,printer qaulity is good
9616,3,Need a bit more features
9617,3,Hp mfd
9618,3,Cartridge Hog
9619,2,Product is good but price is little high
9620,2,numbers of pages that you can print with the cartridge that comes with the printer
9621,2,CD of product does not have complete files
9622,2,Replacement
9623,2,Scan Problem
9624,2,Not good
9625,2,Detailed feature
9626,2,Not satisfied
9627,2,Try a different product than this
9628,2,Technical issue
9629,1,Too poor response from Amazone and hp support
9630,1,"Bad product, keep away from such type of items"
9631,1,This is worst printer set up I have come across
9632,1,Did not function and Amazon hassled me for 2 days for returning a defective product
9633,1,EXtreme level third class printer
9634,1,Drivers don't get installed on Win 10
9635,1,Its really not good for office use ..
9636,1,Defective product
9637,1,Very very low quality printer
9638,1,Supply of faulty printer
9639,5,Best product in this size and price range
9640,5,P2200 PANTOM Printer review
9641,5,Pantum P2200 Laser Printer
9642,5,Best at this price.
9643,5,Good printer
9644,5,Printer
9645,5,Domestic and petty work use only.
9646,5,Nice product
9647,5,Good and fine
9648,5,good product quality
9649,4,Good quality...but WiFi printing should be available.
9650,4,Printer preview and quality
9651,4,Good printer for the price.
9652,4,Good printer easy to use and one click installation
9653,4,Mahnga printer hai
9654,4,Excellent printer. I like it and I reco.
9655,4,In market toner cartridge is not available easily.
9656,4,Good printer on affordable price.
9657,4,Good one
9658,4,Good
9659,3,Economic than any inkjet and deskjet printer
9660,3,COMPACT & SPACE SAVING
9661,3,as
9662,3,This Product toner powder not available any store or amazon store.
9663,3,Good one
9664,3,Good
9665,3,Pantum
9666,3,good
9667,3,Good product
9668,3,Excellent
9669,2,2/10 for Pantum
9670,2,lack of instruction to print if problem persists
9671,2,Overall not value for money
9672,2,Running cost
9673,2,Good
9674,1,Slow and lot of heat generation
9675,1,Refill Toner Not Available in India
9676,1,Paper Getting Blocked After usage of just 6 months
9677,1,Wast. Pls don’t buy
9678,1,Not for commercial purposes
9679,1,"Very poor quality, don't buy"
9680,1,Very bad
9681,1,Please don't buy
9682,1,Don't buy
9683,1,"Within 3 months the print quality degraded, even after replacing with toner cartridge"
9684,5,ORIGINAL HP HOLOGRAM
9685,5,HP Original Printhead. My HP DeskJet GT5820 Printer back in action after replacement
9686,5,Genuine HP printhead!
9687,5,Amazon rocks as always
9688,5,Original
9689,5,Genuine Product
9690,5,Genuine product. Go for it.
9691,5,value for money
9692,5,Easy Print
9693,5,Printer just works fine
9694,4,Good
9695,4,Bit costly however worked like a charm with HP 410
9696,4,Printer requires to be used daily.
9697,4,Good
9698,4,Good Quality
9699,4,Shabby packaging
9700,4,Good
9701,4,Good buy
9702,4,Good
9703,4,print head life is less than a year.
9704,3,Poor print quality
9705,3,Product quality good but difference in product displayed and product supplied
9706,3,colour head worked only for 3 months
9707,3,Decent Product
